trip_id,pattern_id,pattern_name
13402058,280850,WB1
13402059,280850,WB1
13402060,280850,WB1
13402061,280850,WB1
13402062,280850,WB1
13402063,280850,WB1
13402064,280850,WB1
13402065,280850,WB1
13402066,280850,WB1
13402067,280850,WB1
13402068,280850,WB1
13402069,280850,WB1
13402070,280850,WB1
13402071,280850,WB1
13402072,280850,WB1
13402075,280850,WB1
13402076,280850,WB1
13402078,280850,WB1
13402081,280850,WB1
13402083,280850,WB1
13402085,280850,WB1
13402086,280850,WB1
13402088,280850,WB1
13402090,280850,WB1
13402091,280850,WB1
13402094,280850,WB1
13402095,280850,WB1
13402096,280850,WB1
13402097,280850,WB1
13402098,280850,WB1
13402099,280850,WB1
13402100,280850,WB1
13402101,280850,WB1
13402103,280850,WB1
13402106,280850,WB1
13402107,280850,WB1
13402108,280850,WB1
13402116,280850,WB1
13402117,280850,WB1
13402118,280850,WB1
13402122,280850,WB1
13402123,280850,WB1
13402124,280850,WB1
13402125,280850,WB1
13402126,280850,WB1
13402127,280850,WB1
13402129,280850,WB1
13402131,280850,WB1
13402132,280850,WB1
13402133,280850,WB1
13402134,280850,WB1
13402135,280850,WB1
13402136,280850,WB1
13402137,280850,WB1
13402141,280850,WB1
13402142,280850,WB1
13402143,280850,WB1
13402144,280850,WB1
13402146,280850,WB1
13402147,280850,WB1
13402148,280850,WB1
13402149,280850,WB1
13402150,280850,WB1
13402151,280850,WB1
13402152,280850,WB1
13402250,280850,WB1
13402256,280850,WB1
13402260,280850,WB1
13402261,280850,WB1
13402263,280850,WB1
13402264,280850,WB1
13402266,280850,WB1
13402267,280850,WB1
13402268,280850,WB1
13402269,280850,WB1
13402270,280850,WB1
13402271,280850,WB1
13402273,280850,WB1
13402274,280850,WB1
13402279,280850,WB1
13402280,280850,WB1
13402281,280850,WB1
13402282,280850,WB1
13402283,280850,WB1
13402284,280850,WB1
13402285,280850,WB1
13402286,280850,WB1
13402287,280850,WB1
13402288,280850,WB1
13402289,280850,WB1
13402290,280850,WB1
13402291,280850,WB1
13402292,280850,WB1
13402293,280850,WB1
13402296,280850,WB1
13402297,280850,WB1
13402298,280850,WB1
13402300,280850,WB1
13402301,280850,WB1
13402302,280850,WB1
13402307,280850,WB1
13402316,280850,WB1
13402318,280850,WB1
13402319,280850,WB1
13402320,280850,WB1
13402321,280850,WB1
13402322,280850,WB1
13402323,280850,WB1
13402324,280850,WB1
13402327,280850,WB1
13402328,280850,WB1
13402329,280850,WB1
13402330,280850,WB1
13402331,280850,WB1
13402332,280850,WB1
13402333,280850,WB1
13402334,280850,WB1
13402335,280850,WB1
13402336,280850,WB1
13402337,280850,WB1
13402338,280850,WB1
13402339,280850,WB1
13402340,280850,WB1
13402341,280850,WB1
13402342,280850,WB1
13402343,280850,WB1
13402344,280850,WB1
13402345,280850,WB1
13402346,280850,WB1
13463560,280850,WB1
13464000,280850,WB1
13464002,280850,WB1
13464004,280850,WB1
13402347,280851,NB1STN
13402348,280851,NB1STN
13402349,280851,NB1STN
13402350,280851,NB1STN
13402351,280851,NB1STN
13402352,280851,NB1STN
13402353,280851,NB1STN
13402354,280851,NB1STN
13402355,280851,NB1STN
13402356,280851,NB1STN
13402357,280851,NB1STN
13402358,280851,NB1STN
13402359,280851,NB1STN
13402360,280851,NB1STN
13402361,280851,NB1STN
13402362,280851,NB1STN
13402363,280851,NB1STN
13402364,280851,NB1STN
13402365,280851,NB1STN
13402366,280851,NB1STN
13402367,280851,NB1STN
13402368,280851,NB1STN
13402369,280851,NB1STN
13402370,280851,NB1STN
13402371,280851,NB1STN
13402372,280851,NB1STN
13402373,280851,NB1STN
13402374,280851,NB1STN
13402375,280851,NB1STN
13402376,280851,NB1STN
13402377,280851,NB1STN
13402378,280851,NB1STN
13402379,280851,NB1STN
13402380,280851,NB1STN
13402381,280851,NB1STN
13402382,280851,NB1STN
13402383,280851,NB1STN
13402384,280851,NB1STN
13402385,280851,NB1STN
13402386,280851,NB1STN
13402387,280851,NB1STN
13402388,280851,NB1STN
13402389,280851,NB1STN
13402390,280851,NB1STN
13402391,280851,NB1STN
13402392,280851,NB1STN
13402393,280851,NB1STN
13402394,280851,NB1STN
13402395,280851,NB1STN
13402396,280851,NB1STN
13402397,280851,NB1STN
13402398,280851,NB1STN
13402399,280851,NB1STN
13402400,280851,NB1STN
13402401,280851,NB1STN
13402402,280851,NB1STN
13402403,280851,NB1STN
13402404,280851,NB1STN
13402405,280851,NB1STN
13402406,280851,NB1STN
13402407,280851,NB1STN
13402408,280851,NB1STN
13402409,280851,NB1STN
13402410,280851,NB1STN
13402411,280851,NB1STN
13402412,280851,NB1STN
13402413,280851,NB1STN
13402414,280851,NB1STN
13402415,280851,NB1STN
13402416,280851,NB1STN
13402417,280851,NB1STN
13402418,280851,NB1STN
13402419,280851,NB1STN
13402420,280851,NB1STN
13402421,280851,NB1STN
13402422,280851,NB1STN
13402423,280851,NB1STN
13402424,280851,NB1STN
13402425,280851,NB1STN
13402426,280851,NB1STN
13402427,280851,NB1STN
13402428,280851,NB1STN
13402429,280851,NB1STN
13402430,280851,NB1STN
13402431,280851,NB1STN
13402517,280851,NB1STN
13402518,280851,NB1STN
13402519,280851,NB1STN
13402520,280851,NB1STN
13402521,280851,NB1STN
13402522,280851,NB1STN
13402523,280851,NB1STN
13402524,280851,NB1STN
13402525,280851,NB1STN
13402526,280851,NB1STN
13402527,280851,NB1STN
13402528,280851,NB1STN
13402529,280851,NB1STN
13402530,280851,NB1STN
13402531,280851,NB1STN
13402532,280851,NB1STN
13402533,280851,NB1STN
13402534,280851,NB1STN
13402535,280851,NB1STN
13402536,280851,NB1STN
13402537,280851,NB1STN
13402538,280851,NB1STN
13402539,280851,NB1STN
13402540,280851,NB1STN
13402541,280851,NB1STN
13402542,280851,NB1STN
13402543,280851,NB1STN
13402544,280851,NB1STN
13402545,280851,NB1STN
13402546,280851,NB1STN
13402547,280851,NB1STN
13402548,280851,NB1STN
13402549,280851,NB1STN
13402550,280851,NB1STN
13402551,280851,NB1STN
13402552,280851,NB1STN
13402553,280851,NB1STN
13402554,280851,NB1STN
13402555,280851,NB1STN
13402556,280851,NB1STN
13402557,280851,NB1STN
13402558,280851,NB1STN
13402559,280851,NB1STN
13402560,280851,NB1STN
13402561,280851,NB1STN
13402562,280851,NB1STN
13402563,280851,NB1STN
13402564,280851,NB1STN
13402565,280851,NB1STN
13402566,280851,NB1STN
13402567,280851,NB1STN
13402568,280851,NB1STN
13402569,280851,NB1STN
13402570,280851,NB1STN
13402571,280851,NB1STN
13402572,280851,NB1STN
13402573,280851,NB1STN
13402574,280851,NB1STN
13402575,280851,NB1STN
13402576,280851,NB1STN
13402577,280851,NB1STN
13402578,280851,NB1STN
13402579,280851,NB1STN
13402580,280851,NB1STN
13402581,280851,NB1STN
13402582,280851,NB1STN
13402583,280851,NB1STN
13402584,280851,NB1STN
13402585,280851,NB1STN
13402586,280851,NB1STN
13402587,280851,NB1STN
13402588,280851,NB1STN
13402589,280851,NB1STN
13402590,280851,NB1STN
13402591,280851,NB1STN
13402592,280851,NB1STN
13402593,280851,NB1STN
13402594,280851,NB1STN
13402595,280851,NB1STN
13402675,280851,NB1STN
13402676,280851,NB1STN
13402677,280851,NB1STN
13402678,280851,NB1STN
13402679,280851,NB1STN
13402680,280851,NB1STN
13402681,280851,NB1STN
13402682,280851,NB1STN
13402683,280851,NB1STN
13402684,280851,NB1STN
13402685,280851,NB1STN
13402686,280851,NB1STN
13402687,280851,NB1STN
13402688,280851,NB1STN
13402689,280851,NB1STN
13402690,280851,NB1STN
13402691,280851,NB1STN
13402692,280851,NB1STN
13402693,280851,NB1STN
13402694,280851,NB1STN
13402695,280851,NB1STN
13402696,280851,NB1STN
13402697,280851,NB1STN
13402698,280851,NB1STN
13402699,280851,NB1STN
13402700,280851,NB1STN
13402701,280851,NB1STN
13402702,280851,NB1STN
13402703,280851,NB1STN
13402704,280851,NB1STN
13402705,280851,NB1STN
13402706,280851,NB1STN
13402707,280851,NB1STN
13402708,280851,NB1STN
13402709,280851,NB1STN
13402710,280851,NB1STN
13402711,280851,NB1STN
13402712,280851,NB1STN
13402713,280851,NB1STN
13402714,280851,NB1STN
13402715,280851,NB1STN
13402716,280851,NB1STN
13402717,280851,NB1STN
13402718,280851,NB1STN
13402719,280851,NB1STN
13402720,280851,NB1STN
13402721,280851,NB1STN
13402722,280851,NB1STN
13402723,280851,NB1STN
13402724,280851,NB1STN
13402725,280851,NB1STN
13402726,280851,NB1STN
13402727,280851,NB1STN
13402728,280851,NB1STN
13402729,280851,NB1STN
13402730,280851,NB1STN
13402731,280851,NB1STN
13402732,280851,NB1STN
13402733,280851,NB1STN
13402734,280851,NB1STN
13402735,280851,NB1STN
13402736,280851,NB1STN
13402737,280851,NB1STN
13402738,280851,NB1STN
13402739,280851,NB1STN
13402740,280851,NB1STN
13402741,280851,NB1STN
13402742,280851,NB1STN
13402743,280851,NB1STN
13402744,280851,NB1STN
13402745,280851,NB1STN
13402746,280851,NB1STN
13402747,280851,NB1STN
13402748,280851,NB1STN
13402432,280853,SB2
13402433,280853,SB2
13402434,280853,SB2
13402435,280853,SB2
13402436,280853,SB2
13402437,280853,SB2
13402438,280853,SB2
13402439,280853,SB2
13402440,280853,SB2
13402441,280853,SB2
13402442,280853,SB2
13402443,280853,SB2
13402444,280853,SB2
13402445,280853,SB2
13402446,280853,SB2
13402447,280853,SB2
13402448,280853,SB2
13402449,280853,SB2
13402450,280853,SB2
13402451,280853,SB2
13402452,280853,SB2
13402453,280853,SB2
13402454,280853,SB2
13402455,280853,SB2
13402456,280853,SB2
13402457,280853,SB2
13402458,280853,SB2
13402459,280853,SB2
13402460,280853,SB2
13402461,280853,SB2
13402462,280853,SB2
13402463,280853,SB2
13402464,280853,SB2
13402465,280853,SB2
13402466,280853,SB2
13402467,280853,SB2
13402468,280853,SB2
13402469,280853,SB2
13402470,280853,SB2
13402471,280853,SB2
13402472,280853,SB2
13402473,280853,SB2
13402474,280853,SB2
13402475,280853,SB2
13402476,280853,SB2
13402477,280853,SB2
13402478,280853,SB2
13402479,280853,SB2
13402480,280853,SB2
13402481,280853,SB2
13402482,280853,SB2
13402483,280853,SB2
13402484,280853,SB2
13402485,280853,SB2
13402486,280853,SB2
13402487,280853,SB2
13402488,280853,SB2
13402489,280853,SB2
13402490,280853,SB2
13402491,280853,SB2
13402492,280853,SB2
13402493,280853,SB2
13402494,280853,SB2
13402495,280853,SB2
13402496,280853,SB2
13402497,280853,SB2
13402498,280853,SB2
13402499,280853,SB2
13402500,280853,SB2
13402501,280853,SB2
13402502,280853,SB2
13402503,280853,SB2
13402504,280853,SB2
13402505,280853,SB2
13402506,280853,SB2
13402507,280853,SB2
13402508,280853,SB2
13402509,280853,SB2
13402510,280853,SB2
13402511,280853,SB2
13402512,280853,SB2
13402513,280853,SB2
13402514,280853,SB2
13402515,280853,SB2
13402516,280853,SB2
13402596,280853,SB2
13402597,280853,SB2
13402598,280853,SB2
13402599,280853,SB2
13402600,280853,SB2
13402601,280853,SB2
13402602,280853,SB2
13402603,280853,SB2
13402604,280853,SB2
13402605,280853,SB2
13402606,280853,SB2
13402607,280853,SB2
13402608,280853,SB2
13402609,280853,SB2
13402610,280853,SB2
13402611,280853,SB2
13402612,280853,SB2
13402613,280853,SB2
13402614,280853,SB2
13402615,280853,SB2
13402616,280853,SB2
13402617,280853,SB2
13402618,280853,SB2
13402619,280853,SB2
13402620,280853,SB2
13402621,280853,SB2
13402622,280853,SB2
13402623,280853,SB2
13402624,280853,SB2
13402625,280853,SB2
13402626,280853,SB2
13402627,280853,SB2
13402628,280853,SB2
13402629,280853,SB2
13402630,280853,SB2
13402631,280853,SB2
13402632,280853,SB2
13402633,280853,SB2
13402634,280853,SB2
13402635,280853,SB2
13402636,280853,SB2
13402637,280853,SB2
13402638,280853,SB2
13402639,280853,SB2
13402640,280853,SB2
13402641,280853,SB2
13402642,280853,SB2
13402643,280853,SB2
13402644,280853,SB2
13402645,280853,SB2
13402646,280853,SB2
13402647,280853,SB2
13402648,280853,SB2
13402649,280853,SB2
13402650,280853,SB2
13402651,280853,SB2
13402652,280853,SB2
13402653,280853,SB2
13402654,280853,SB2
13402655,280853,SB2
13402656,280853,SB2
13402657,280853,SB2
13402658,280853,SB2
13402659,280853,SB2
13402660,280853,SB2
13402661,280853,SB2
13402662,280853,SB2
13402663,280853,SB2
13402664,280853,SB2
13402665,280853,SB2
13402666,280853,SB2
13402667,280853,SB2
13402668,280853,SB2
13402669,280853,SB2
13402670,280853,SB2
13402671,280853,SB2
13402672,280853,SB2
13402673,280853,SB2
13402674,280853,SB2
13402749,280853,SB2
13402750,280853,SB2
13402751,280853,SB2
13402752,280853,SB2
13402753,280853,SB2
13402754,280853,SB2
13402755,280853,SB2
13402756,280853,SB2
13402757,280853,SB2
13402758,280853,SB2
13402759,280853,SB2
13402760,280853,SB2
13402761,280853,SB2
13402762,280853,SB2
13402763,280853,SB2
13402764,280853,SB2
13402765,280853,SB2
13402766,280853,SB2
13402767,280853,SB2
13402768,280853,SB2
13402769,280853,SB2
13402770,280853,SB2
13402771,280853,SB2
13402772,280853,SB2
13402773,280853,SB2
13402774,280853,SB2
13402775,280853,SB2
13402776,280853,SB2
13402777,280853,SB2
13402778,280853,SB2
13402779,280853,SB2
13402780,280853,SB2
13402781,280853,SB2
13402782,280853,SB2
13402783,280853,SB2
13402784,280853,SB2
13402785,280853,SB2
13402786,280853,SB2
13402787,280853,SB2
13402788,280853,SB2
13402789,280853,SB2
13402790,280853,SB2
13402791,280853,SB2
13402792,280853,SB2
13402793,280853,SB2
13402794,280853,SB2
13402795,280853,SB2
13402796,280853,SB2
13402797,280853,SB2
13402798,280853,SB2
13402799,280853,SB2
13402800,280853,SB2
13402801,280853,SB2
13402802,280853,SB2
13402803,280853,SB2
13402804,280853,SB2
13402805,280853,SB2
13402806,280853,SB2
13402807,280853,SB2
13402808,280853,SB2
13402809,280853,SB2
13402810,280853,SB2
13402811,280853,SB2
13402812,280853,SB2
13402813,280853,SB2
13402814,280853,SB2
13402815,280853,SB2
13402816,280853,SB2
13402817,280853,SB2
13402818,280853,SB2
13402819,280853,SB2
13402820,280853,SB2
13402821,280853,SB2
13402822,280853,SB2
13402835,280859,EB6
13402837,280859,EB6
13402871,280859,EB6
13402872,280859,EB6
13402902,280859,EB6
13402903,280859,EB6
13402998,280859,EB6
13403007,280859,EB6
13403011,280859,EB6
13403016,280859,EB6
13403024,280859,EB6
13403027,280859,EB6
13403028,280859,EB6
13403040,280859,EB6
13403041,280859,EB6
13403042,280859,EB6
13403056,280859,EB6
13403130,280859,EB6
13403157,280859,EB6
13403158,280859,EB6
13403162,280859,EB6
13403167,280859,EB6
13403170,280859,EB6
13403174,280859,EB6
13402859,280860,EB4
13402860,280860,EB4
13402861,280860,EB4
13402862,280860,EB4
13402863,280860,EB4
13403012,280860,EB4
13403013,280860,EB4
13403139,280860,EB4
13403143,280860,EB4
13403144,280860,EB4
13403145,280860,EB4
13403147,280860,EB4
13462275,280860,EB4
13403120,280867,WB4B
13402911,280868,WB2
13402939,280868,WB2
13403058,280868,WB2
13403064,280868,WB2
13403081,280868,WB2
13403098,280868,WB2
13403119,280868,WB2
13403205,280868,WB2
13403235,280868,WB2
13403236,280868,WB2
13403237,280868,WB2
13403257,280870,EB2Y
13403263,280870,EB2Y
13403534,280870,EB2Y
13403540,280870,EB2Y
13403745,280870,EB2Y
13403746,280870,EB2Y
13403247,280871,EB3
13403258,280871,EB3
13403262,280871,EB3
13403278,280871,EB3
13403306,280871,EB3
13403359,280871,EB3
13403360,280871,EB3
13403519,280871,EB3
13403537,280871,EB3
13403538,280871,EB3
13403543,280871,EB3
13403563,280871,EB3
13403732,280871,EB3
13403733,280871,EB3
13403747,280871,EB3
13403748,280871,EB3
13403749,280871,EB3
13403777,280871,EB3
13403244,280872,EB1
13403245,280872,EB1
13403246,280872,EB1
13403248,280872,EB1
13403249,280872,EB1
13403250,280872,EB1
13403251,280872,EB1
13403252,280872,EB1
13403253,280872,EB1
13403254,280872,EB1
13403255,280872,EB1
13403256,280872,EB1
13403259,280872,EB1
13403260,280872,EB1
13403261,280872,EB1
13403264,280872,EB1
13403265,280872,EB1
13403266,280872,EB1
13403267,280872,EB1
13403268,280872,EB1
13403269,280872,EB1
13403270,280872,EB1
13403271,280872,EB1
13403272,280872,EB1
13403273,280872,EB1
13403274,280872,EB1
13403275,280872,EB1
13403276,280872,EB1
13403277,280872,EB1
13403279,280872,EB1
13403280,280872,EB1
13403281,280872,EB1
13403282,280872,EB1
13403283,280872,EB1
13403284,280872,EB1
13403285,280872,EB1
13403286,280872,EB1
13403287,280872,EB1
13403288,280872,EB1
13403289,280872,EB1
13403290,280872,EB1
13403291,280872,EB1
13403292,280872,EB1
13403293,280872,EB1
13403294,280872,EB1
13403295,280872,EB1
13403296,280872,EB1
13403297,280872,EB1
13403298,280872,EB1
13403299,280872,EB1
13403300,280872,EB1
13403301,280872,EB1
13403302,280872,EB1
13403303,280872,EB1
13403304,280872,EB1
13403305,280872,EB1
13403307,280872,EB1
13403308,280872,EB1
13403309,280872,EB1
13403310,280872,EB1
13403311,280872,EB1
13403312,280872,EB1
13403313,280872,EB1
13403314,280872,EB1
13403315,280872,EB1
